"familia","sector","estado","canton","provincia","id_fact_oec","num_cer","total_horas","total_cursos","volumen_capacitados","total_ganacias","mes","anio","%_asistencia","prediction(%_asistencia)"
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",4586.0,2.0,12.0,1.0,2.0,500.0,7.0,2020.0,0.0,8.87789519860684E-5
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4589.0,1.0,6.0,1.0,1.0,250.0,9.0,2019.0,0.0,5.0556194774298464E-5
"construcción","actividades especializadas de la construcción","habilitado","quito","pichincha",4590.0,1.0,6.0,1.0,1.0,250.0,3.0,2019.0,0.0,8.87789519860684E-5
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4592.0,9.0,54.0,2.0,19.0,2250.0,12.0,2019.0,0.0,-3.759417847009044E-5
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",4593.0,10.0,60.0,2.0,19.0,2500.0,12.0,2019.0,0.0,-3.759417847009044E-5
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4596.0,8.0,48.0,2.0,10.0,2000.0,12.0,2021.0,0.0,-8.226437462786548E-7
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",4598.0,5.0,30.0,1.0,5.0,1250.0,6.0,2019.0,0.0,1.290065707830303E-4
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4599.0,3.0,18.0,1.0,3.0,750.0,2.0,2020.0,0.0,4.5109322864345276E-5
"comercialización y venta de productos","comercio al por menor, excepto el de vehículos automotores y motocicletas","habilitado","quito","pichincha",4602.0,1.0,6.0,3.0,9.0,250.0,8.0,2019.0,0.0,1.1460498900346412E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",4603.0,8.0,48.0,2.0,10.0,2000.0,10.0,2019.0,0.0,9.078381357126037E-5
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4607.0,2.0,12.0,2.0,3.0,500.0,9.0,2021.0,0.0,5.0556194774298464E-5
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",4611.0,7.0,42.0,1.0,7.0,1750.0,7.0,2020.0,0.0,1.290065707830303E-4
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",4612.0,1.0,6.0,1.0,1.0,250.0,3.0,2022.0,0.0,8.87789519860684E-5
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",4614.0,1.0,6.0,1.0,1.0,250.0,3.0,2022.0,0.0,8.87789519860684E-5
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",4615.0,1.0,6.0,1.0,1.0,250.0,2.0,2022.0,0.0,4.5109322864345276E-5
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","santo domingo","santo domingo de los tsachilas",4616.0,1.0,6.0,3.0,3.0,250.0,4.0,2022.0,0.0,2.837013526099776E-4
"actividades comunitarias","actividades deportivas, de esparcimiento y recreativas","habilitado","santo domingo","santo domingo de los tsachilas",4617.0,2.0,12.0,1.0,2.0,500.0,2.0,2021.0,0.0,4.5109322864345276E-5
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",4620.0,7.0,42.0,1.0,7.0,1750.0,7.0,2021.0,0.0,1.290065707830303E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","santo domingo","santo domingo de los tsachilas",4623.0,1.0,6.0,1.0,1.0,250.0,11.0,2019.0,0.0,-4.105026254324056E-5
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",4624.0,2.0,12.0,1.0,2.0,500.0,11.0,2020.0,0.0,-4.105026254324056E-5
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",4630.0,1.0,6.0,2.0,3.0,250.0,4.0,2021.0,0.0,8.87789519860684E-5
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",4634.0,13.0,78.0,2.0,14.0,3250.0,12.0,2020.0,0.0,-2.0587144139927287E-5
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",4635.0,4.0,24.0,1.0,4.0,1000.0,3.0,2022.0,0.0,8.87789519860684E-5
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",4640.0,1.0,6.0,1.0,1.0,250.0,2.0,2021.0,0.0,4.5109322864345276E-5
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",4644.0,1.0,6.0,2.0,8.0,250.0,2.0,2021.0,0.0,4.5109322864345276E-5
"actividades comunitarias","actividades deportivas, de esparcimiento y recreativas","habilitado","santo domingo","santo domingo de los tsachilas",4649.0,7.0,42.0,2.0,8.0,1750.0,2.0,2022.0,0.0,8.533694166130718E-5
"actividades comunitarias","actividades deportivas, de esparcimiento y recreativas","habilitado","santo domingo","santo domingo de los tsachilas",4651.0,1.0,6.0,3.0,3.0,250.0,3.0,2021.0,0.0,5.197359042581357E-5
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",4652.0,1.0,6.0,3.0,3.0,250.0,3.0,2021.0,0.0,5.197359042581357E-5
"comercialización y venta de productos","comercio al por mayor, excepto el de vehículos automotores y motocicletas","habilitado","santo domingo","santo domingo de los tsachilas",4653.0,1.0,6.0,3.0,3.0,250.0,3.0,2021.0,0.0,5.197359042581357E-5
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",4657.0,6.0,36.0,1.0,6.0,1500.0,2.0,2022.0,0.0,8.533694166130718E-5
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",4658.0,1.0,6.0,2.0,2.0,250.0,5.0,2021.0,0.0,8.87789519860684E-5
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",4661.0,1.0,6.0,1.0,1.0,250.0,1.0,2021.0,0.0,4.5109322864345276E-5
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",4665.0,5.0,30.0,2.0,7.0,1250.0,5.0,2021.0,0.0,1.290065707830303E-4
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",4667.0,1.0,6.0,1.0,1.0,250.0,3.0,2022.0,0.0,8.87789519860684E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","santo domingo","santo domingo de los tsachilas",4668.0,1.0,6.0,1.0,1.0,250.0,9.0,2019.0,0.0,5.0556194774298464E-5
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",4670.0,2.0,12.0,2.0,3.0,500.0,5.0,2021.0,0.0,8.87789519860684E-5
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",4675.0,2.0,12.0,2.0,16.0,500.0,3.0,2021.0,0.0,4.5111768495598344E-5
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",4676.0,14.0,84.0,2.0,16.0,3500.0,3.0,2021.0,0.0,9.499071013392441E-5
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","santo domingo","santo domingo de los tsachilas",4677.0,1.0,6.0,1.0,1.0,250.0,3.0,2021.0,0.0,3.205067141702324E-4
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",4684.0,2.0,12.0,1.0,2.0,500.0,7.0,2020.0,0.0,8.87789519860684E-5
"actividades comunitarias","otras actividades de servicios personales","habilitado","santo domingo","santo domingo de los tsachilas",4685.0,1.0,6.0,1.0,1.0,250.0,11.0,2020.0,0.0,-4.105026254324056E-5
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",4691.0,3.0,18.0,1.0,3.0,750.0,7.0,2021.0,0.0,8.87789519860684E-5
"actividades comunitarias","actividades de atención de la salud humana","habilitado","santo domingo","santo domingo de los tsachilas",4694.0,1.0,6.0,2.0,3.0,250.0,7.0,2022.0,0.0,8.87789519860684E-5
"actividades comunitarias","otras actividades de servicios personales","habilitado","santo domingo","santo domingo de los tsachilas",4695.0,2.0,12.0,2.0,3.0,500.0,7.0,2022.0,0.0,8.87789519860684E-5
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",4696.0,2.0,12.0,2.0,3.0,500.0,8.0,2020.0,0.0,8.87789519860684E-5
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",4699.0,1.0,6.0,2.0,13.0,250.0,2.0,2021.0,0.0,1.4421393738752245E-6
"actividades comunitarias","otras actividades de servicios personales","habilitado","santo domingo","santo domingo de los tsachilas",4701.0,1.0,6.0,2.0,2.0,250.0,8.0,2020.0,0.0,8.87789519860684E-5
"actividades tipo servicios","otras actividades de servicios personales","habilitado","santo domingo","santo domingo de los tsachilas",4702.0,1.0,6.0,2.0,2.0,250.0,8.0,2020.0,0.0,8.87789519860684E-5
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",4707.0,2.0,12.0,1.0,2.0,500.0,5.0,2021.0,0.0,8.87789519860684E-5
"actividades comunitarias","otras actividades de servicios personales","habilitado","santo domingo","santo domingo de los tsachilas",4712.0,4.0,24.0,1.0,4.0,1000.0,11.0,2020.0,0.0,-4.105026254324056E-5
"actividades comunitarias","actividades deportivas, de esparcimiento y recreativas","habilitado","santo domingo","santo domingo de los tsachilas",4715.0,4.0,24.0,1.0,4.0,1000.0,2.0,2020.0,0.0,4.5109322864345276E-5
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",4716.0,1.0,6.0,1.0,1.0,250.0,2.0,2021.0,0.0,4.5109322864345276E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","santo domingo","santo domingo de los tsachilas",4718.0,2.0,12.0,1.0,2.0,500.0,5.0,2019.0,0.0,8.87789519860684E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","santo domingo","santo domingo de los tsachilas",4719.0,1.0,6.0,1.0,1.0,250.0,6.0,2019.0,0.0,8.87789519860684E-5
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",4721.0,2.0,12.0,1.0,2.0,500.0,1.0,2022.0,0.0,4.5109322864345276E-5
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",4723.0,1.0,6.0,1.0,1.0,250.0,1.0,2022.0,0.0,4.5109322864345276E-5
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",4725.0,18.0,108.0,1.0,18.0,4500.0,12.0,2020.0,0.0,1.8206856405367407E-5
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",4726.0,4.0,24.0,1.0,4.0,1000.0,11.0,2020.0,0.0,-4.105026254324056E-5
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",4729.0,3.0,18.0,2.0,5.0,750.0,2.0,2021.0,0.0,4.5109322864345276E-5
"actividades comunitarias","actividades deportivas, de esparcimiento y recreativas","habilitado","santo domingo","santo domingo de los tsachilas",4730.0,16.0,96.0,1.0,16.0,4000.0,2.0,2019.0,0.0,5.132108101220129E-5
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","santo domingo","santo domingo de los tsachilas",4732.0,2.0,12.0,2.0,3.0,500.0,8.0,2020.0,0.0,3.205067141702324E-4
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",4733.0,2.0,12.0,2.0,4.0,500.0,12.0,2020.0,0.0,-4.105026254324056E-5
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",4735.0,9.0,54.0,2.0,14.0,2250.0,1.0,2021.0,0.0,4.166975817083713E-5
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",4737.0,3.0,18.0,1.0,3.0,750.0,1.0,2021.0,0.0,4.5109322864345276E-5
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",4739.0,3.0,18.0,2.0,4.0,750.0,9.0,2021.0,0.0,5.0556194774298464E-5
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",4741.0,4.0,24.0,2.0,5.0,1000.0,3.0,2021.0,0.0,8.87789519860684E-5
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",4743.0,8.0,48.0,2.0,15.0,2000.0,1.0,2021.0,0.0,4.166975817083713E-5
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",4745.0,2.0,12.0,2.0,19.0,500.0,2.0,2021.0,0.0,8.337788140533493E-6
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",4746.0,5.0,30.0,2.0,19.0,1250.0,2.0,2021.0,0.0,4.85654069374954E-5
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",4748.0,4.0,24.0,1.0,4.0,1000.0,6.0,2021.0,0.0,8.87789519860684E-5
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",4750.0,4.0,24.0,2.0,7.0,1000.0,3.0,2021.0,0.0,8.87789519860684E-5
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",4751.0,9.0,54.0,2.0,13.0,2250.0,1.0,2021.0,0.0,4.166975817083713E-5
"actividades comunitarias","actividades deportivas, de esparcimiento y recreativas","habilitado","santo domingo","santo domingo de los tsachilas",4761.0,5.0,30.0,1.0,5.0,1250.0,9.0,2020.0,0.0,9.078381357126037E-5
"actividades comunitarias","actividades deportivas, de esparcimiento y recreativas","habilitado","santo domingo","santo domingo de los tsachilas",4762.0,1.0,6.0,1.0,1.0,250.0,7.0,2019.0,0.0,8.87789519860684E-5
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","santo domingo","santo domingo de los tsachilas",4764.0,3.0,18.0,2.0,6.0,750.0,10.0,2018.0,0.0,3.205067141702324E-4
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",4769.0,2.0,12.0,1.0,2.0,500.0,8.0,2020.0,0.0,8.87789519860684E-5
"actividades comunitarias","actividades deportivas, de esparcimiento y recreativas","habilitado","santo domingo","santo domingo de los tsachilas",4771.0,1.0,6.0,1.0,1.0,250.0,5.0,2019.0,0.0,8.87789519860684E-5
"actividades comunitarias","actividades deportivas, de esparcimiento y recreativas","habilitado","santo domingo","santo domingo de los tsachilas",4773.0,1.0,6.0,1.0,1.0,250.0,7.0,2019.0,0.0,8.87789519860684E-5
"actividades comunitarias","otras actividades de servicios personales","habilitado","santo domingo","santo domingo de los tsachilas",4778.0,1.0,6.0,1.0,1.0,250.0,8.0,2020.0,0.0,8.87789519860684E-5
"actividades comunitarias","otras actividades de servicios personales","habilitado","santo domingo","santo domingo de los tsachilas",4779.0,1.0,6.0,1.0,1.0,250.0,10.0,2020.0,0.0,5.0556194774298464E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","santo domingo","santo domingo de los tsachilas",4780.0,1.0,6.0,2.0,2.0,250.0,9.0,2018.0,0.0,5.0556194774298464E-5
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",4782.0,1.0,6.0,1.0,1.0,250.0,8.0,2018.0,0.0,8.87789519860684E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","santo domingo","santo domingo de los tsachilas",4783.0,1.0,6.0,2.0,2.0,250.0,1.0,2019.0,0.0,4.5109322864345276E-5
"actividades tipo servicios","agricultura, ganadería, caza y actividades de servicios conexas","habilitado","santo domingo","santo domingo de los tsachilas",4784.0,1.0,6.0,2.0,2.0,250.0,1.0,2019.0,0.0,4.5109322864345276E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","santo domingo","santo domingo de los tsachilas",4785.0,1.0,6.0,1.0,1.0,250.0,12.0,2019.0,0.0,-4.105026254324056E-5
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",4791.0,1.0,6.0,3.0,18.0,250.0,3.0,2022.0,0.0,1.5202055702001789E-5
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4792.0,1.0,6.0,3.0,18.0,250.0,3.0,2022.0,0.0,1.5202055702001789E-5
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",4794.0,1.0,6.0,2.0,2.0,250.0,2.0,2022.0,0.0,4.5109322864345276E-5
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4798.0,1.0,6.0,2.0,2.0,250.0,4.0,2022.0,0.0,8.87789519860684E-5
