id_curso_perfil,tipo,area_familia,especialidad_sector,curso_perfil,modalidad,carga_horaria,costo
8381,curso,forestal ecología y medio ambiente,gestión e impacto ambiental,auditoría ambiental de cumplimiento,desconocida,16,110.01396825396819
8382,curso,administración y legislación,administración contable y de costos,"asistencia en contabilidad, tributacion, y nomina modulo 1 contabilidad basica",desconocida,40,40.0
8383,curso,administración y legislación,administración contable y de costos,contabilidad comercial,desconocida,32,360.64
8384,curso,educación y capacitación,diseño educativo y curricular,gestión pedagógica,desconocida,32,60.16
8385,curso,educación y capacitación,diseño educativo y curricular,pedagogía y didáctica,desconocida,32,60.16
8386,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16,110.01396825396819
8387,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgo eléctrico,desconocida,40,275.03492063492047
8388,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,"seguridad, salud ocupacional y riesgos de trabajo en la construcción",desconocida,24,165.02095238095228
8389,curso,servicios socioculturales y a la comunidad,salud y medicina,reflexología,desconocida,32,220.02793650793637
8390,curso,servicios socioculturales y a la comunidad,salud y medicina,drenaje linfático manual,desconocida,32,220.02793650793637
8391,curso,servicios socioculturales y a la comunidad,salud y medicina,masaje terapéutico,desconocida,24,160.07999999999998
8392,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,gestión de riesgos laborales,desconocida,16,110.01396825396819
8393,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,desconocida,8,55.006984126984094
8394,curso,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,higiene y manipulacion de alimentos,desconocida,8,55.006984126984094
8395,curso,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,higiene y manipulación de alimentos,desconocida,24,89.03999999999999
8396,curso,educación y capacitación,idiomas,curso básico de comunicación en inglés nivel a1,desconocida,32,60.16
8397,curso,educación y capacitación,idiomas,curso básico de la competencia lingüística del inglés nivel b2,desconocida,24,131.52
8398,curso,administración y legislación,legislación,administración tributaria del gad municipal,desconocida,24,360.48
8399,curso,administración y legislación,administración contable y de costos,tributacion,desconocida,24,360.48
8400,curso,administración y legislación,gestión del talento humano,administración de la nómina de empleados,desconocida,16,360.48
8401,curso,educación y capacitación,capacitación,taller de identificación de necesidades educativas especiales,desconocida,8,60.0
8402,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16,110.01396825396819
8403,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,trabajos en espacios confinados,desconocida,16,110.01396825396819
8404,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención en trabajo de alturas,desconocida,40,275.03492063492047
8405,curso,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8,60.0
8406,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,reglamento de seguridad y salud - organismos paritarios,desconocida,40,75.19999999999999
8407,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,sistema de gestión de seguridad y salud laboral,desconocida,16,49.92
8408,curso,administración y legislación,gestión del talento humano,estrategias de trascendencia para pymes familiares,desconocida,40,360.4
8409,curso,administración y legislación,gestión del talento humano,administración de la nómina de empleados,desconocida,16,360.48
8410,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,desconocida,8,55.006984126984094
8411,curso,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8,60.0
8412,curso,administración y legislación,gestión de la calidad,gestión por procesos,desconocida,40,360.4
8413,curso,finanzas comercio y ventas,presupuestos y flujo de caja,operación de caja bancaria,desconocida,32,220.02793650793637
8414,curso,administración y legislación,administración contable y de costos,declaraciones tributarias,desconocida,32,360.64
8415,curso,finanzas comercio y ventas,riesgo financiero,análisis financiero,desconocida,40,275.03492063492047
8416,curso,administración y legislación,legislación,auditoría de cumplimiento sobre las normas de prevención de lavado de activos,desconocida,16,360.48
8417,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16,110.01396825396819
8418,curso,administración y legislación,administración contable y de costos,"asistencia en contabilidad, tributacion, y nomina modulo 1 contabilidad basica",desconocida,40,40.0
8419,curso,tecnologías de la información y comunicación,programas de escritorio,manejo de excel básico,desconocida,40,320.0
8420,curso,educación y capacitación,diseño educativo y curricular,pedagogía y didáctica,desconocida,32,60.16
8421,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16,110.01396825396819
8422,curso,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8,60.0
8423,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas contra incendios,desconocida,8,55.006984126984094
8424,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,fundamentos de la seguridad y salud en el trabajo,desconocida,16,49.92
8425,curso,educación y capacitación,capacitación,avalúo de bienes inmuebles urbanos,desconocida,40,70.0
8426,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,desconocida,8,55.006984126984094
8427,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16,110.01396825396819
8428,curso,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8,60.0
8429,curso,administración y legislación,administración general,fundamentos de comunicación política,desconocida,8,360.56
8430,curso,administración y legislación,administración general,gestión de proyectos de desarrollo con enfoque de marco lógico,desconocida,32,360.64
8431,curso,educación y capacitación,capacitación,mapeo con drones,desconocida,24,131.52
8432,curso,tecnologías de la información y comunicación,programas de escritorio,sistemas de información geográfica: arcgis nivel básico-intermedio,desconocida,24,320.15999999999997
8433,curso,administración y legislación,gestión del talento humano,administración del subsistema de evaluación de desempeño,desconocida,16,360.48
8434,curso,administración y legislación,administración contable y de costos,contabilidad básica,desconocida,40,360.4
8435,curso,finanzas comercio y ventas,marketing y ventas,técnicas de atención y servicio al cliente,desconocida,24,165.02095238095228
8436,curso,educación y capacitación,medios y materiales didácticos,docentes innovadores,desconocida,32,60.16
8437,curso,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8,60.0
8438,curso,forestal ecología y medio ambiente,contaminación ambiental,"fundamento y operación de plantas de tratamiento de agua potable, municipal e industrial",desconocida,40,200.0
8439,curso,forestal ecología y medio ambiente,gestión e impacto ambiental,legislación ambiental y auditorías ambientales en la industria,desconocida,40,180.0
8440,curso,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8,60.0
8441,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16,110.01396825396819
8442,curso,tecnologías de la información y comunicación,programas de escritorio,manejo y operacion de una hoja de calculo,desconocida,40,320.0
8443,curso,administración y legislación,administración contable y de costos,estadistica basica con aplicacion de excel,desconocida,16,49.92
8444,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,gestión de riesgos laborales,desconocida,16,110.01396825396819
8445,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16,110.01396825396819
8446,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,desconocida,8,55.006984126984094
8447,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención en trabajo de alturas,desconocida,40,275.03492063492047
8448,curso,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8,60.0
8449,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16,110.01396825396819
8450,curso,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,buenas practicas de manufactura de alimentos procesados (bpm),desconocida,40,180.0
8451,curso,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,auditoria interna en bpm (buenas practicas de manufactura) y haccp (análisis de peligros y puntos críticos de control) en plantas procesadoras de alimentos.,desconocida,40,180.0
